key,affiliation,uni?
homepages/127/1483,"Max Planck Institute for Informatics, Saarbücken, Germany",False
homepages/127/6429,"Hasso Plattner Institute, Potsdam, Germany",False
homepages/c/THHubertChan,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/91/5826,"Springer Nature, Heidelberg, Germany",False
homepages/89/11002-1,"Zuse Institute Berlin, Germany",False
homepages/89/2024-1,"Bosch Center for Artificial Intelligence, Renningen, Germany",False
homepages/89/8754,"Max Planck Institute for the Science of Human History, Jena, Germany",False
homepages/89/9924-1,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/89/8772,"audEERING GmbH, Gilching, Germany",False
homepages/129/4931,"Hasso Plattner Institute, Potsdam, Germany",False
homepages/95/9078,"DLR German Aerospace Center, Wessling, Germany",False
homepages/95/5761,"Forschungszentrum Jülich, Germany",False
homepages/72/11506-2,"Hasso Plattner Institute, Potsdam, Germany",False
homepages/72/1969-1,"Max Planck Institute for Intelligent Systems, Tübingen, Germany",False
homepages/72/1969-1,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/72/5384,"Fraunhofer IGD, Rostock, Germany",False
homepages/72/2407-12,"Fraunhofer Institute Information and Data Processing, Berlin, Germany",False
homepages/02/4742,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/l/ThomasMartinLehmann,"Peter L. Reichertz Institute for Medical Informatics, Braunschweig, Germany",False
homepages/l/ChristophLange2,"Fraunhofer Institute for Applied Information Technology FIT, Germany",False
homepages/l/PaulLukowicz,"DFKI, Kaiserslautern, Germany",False
homepages/l/JuliaLuxenburger,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/138/1407,"Max Planck Institute for Informatics (MPII), Saarbrücken, Germany",False
homepages/136/8735,"Max Planck Institute for Informatics (MPII), Saarbrücken, Germany",False
homepages/156/1960-2,"metaphacts GmbH, Walldorf, Germany",False
homepages/139/4858,"Fire Department of Dortmund, Germany",False
homepages/248/0531,"Hasso Plattner Institute, Potsdam, Germany",False
homepages/29/3337,"Max Planck Institute for Informatics, Saarbücken, Germany",False
homepages/29/612-1,"Siemens Healthineers, Forchheim, Germany",False
homepages/29/5010-2,"German Aerospace Center (DLR), Institute of Robotics and Mechatronics, Wessling, Germany",False
homepages/29/10436-1,"GESIS - Leibniz Institute for the Social Sciences, Cologne, Germany",False
homepages/43/508-1,"Fraunhofer Heinrich Hertz Institute, Berlin, Germany",False
homepages/43/6753,"Ericsson Eurolab, Nuremberg, Germany",False
homepages/43/5832,"Amazon Development Center Germany, Berlin",False
homepages/63/3224,"German Research Center for Artificial Intelligence (DFKI), Saarbrücken, Germany",False
homepages/54/4483-1,"DFKI, Saarbrücken, Germany",False
homepages/54/3026,"Max Planck Institute, Magdeburg, Germany",False
homepages/54/6742-1,"Siemens AG, Germany",False
homepages/54/8366,"German Aerospace Center (DLR), Institute of Robotics and Mechatronics, Wessling, Germany",False
homepages/117/2061,"German Aerospace Center, Germany",False
homepages/117/3261,"Max Planck Institute for Informatics, Saarbücken, Germany",False
homepages/42/5299,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/42/318,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/42/1160-1,"German Research Centre for Artificial Intelligence (DFKI), Saarbrücken, Germany",False
homepages/118/6453,"German Research Centre for Artificial Intelligence (DFKI), Saarbrücken, Germany",False
homepages/96/3115-1,"Max Planck Institute for Intelligent Systems, Tübingen, Germany",False
homepages/96/5046-1,"NEC Laboratories Europe, Heidelberg, Germany",False
homepages/96/5046-1,"Fraunhofer IAIS, Sankt Augustin, Germany",False
homepages/96/4682-1,"Siemens Corporate Technology, Erlangen, Germany",False
homepages/06/729-1,"FHDW Paderborn, Germany",False
homepages/06/593,"Max Planck Institute for Informatics (MPII), Saarbrücken, Germany",False
homepages/06/10014-3,"Deutscher Wetterdienst, Offenbach, Germany",False
homepages/06/6785-16,"CISPA, Saarbrücken, Germany",False
homepages/06/505,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/06/1998-5,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/155/1900,"Research Centre Jülich, Germany",False
homepages/155/1900,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/232/9905,"German Aerospace Center (DLR), Augsburg, Germany",False
homepages/150/3439,"Max Planck Institute for Informatics, Germany",False
homepages/m/KMyszkowski,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/m/JochenMuller1,"German Research Center for Artificial Intelligence (DFKI), Saarbrücken, Germany",False
homepages/m/JurgenMuller8,"DFKI Saarbrücken, Germany",False
homepages/m/CMeinel,"Hasso Plattner Institute, Potsdam, Germany",False
homepages/m/KurtMehlhorn,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/m/DebapriyoMajumdar,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/m/TristanMiller,"German Research Centre for Artificial Intelligence (DFKI) Kaiserslautern, Germany",False
homepages/09/4553,"DFKI GmbH, Language Technology Lab, Berlin, Germany",False
homepages/09/929-1,"Max-Planck-Institut für Informatik, Saarbrücken, Germany",False
homepages/83/2761,"Weierstrass Institute for Applied Analysis and Stochastics, Berlin, Germany",False
homepages/83/6118,"Hasso Plattner Institute, Potsdam, Germany",False
homepages/83/5858,"German Research Centre for Artificial Intelligence, DFKI, Kaiserslautern, Germany",False
homepages/87/2588,"German Research Centre for Artificial Intelligence, DFKI, Kaiserslautern, Germany",False
homepages/87/1254-12,"DFKI, Saarbrücken, Germany",False
homepages/144/5761,"Max Planck Institute for Informatics (MPII), Saarbrücken, Germany",False
homepages/10/4553,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/10/1817-1,"Berlin Institute of Technology, DAI Laboratories, Germany",False
homepages/10/4092,"German Research Centre for Artificial Intelligence (DFKI), Saarbrücken, Germany",False
homepages/23/6304-1,"Fraunhofer AIS, St. Augustin, Germany",False
homepages/23/1185-2,"Fraunhofer IGD, Darmstadt, Germany",False
homepages/23/636-1,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/23/9181,"Daimler AG, Ulm, Germany",False
homepages/151/0819,"Hasso-Plattner-Institut, Potsdam, Germany",False
homepages/152/5114,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/b/VolkerBlanz,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/b/HJBurckert,"German Research Centre for Artificial Intelligence, DFKI, Kaiserslautern, Germany",False
homepages/b/KlausBerberich,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/b/SteffenBickel,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/b/MatthiasBender,"Max-Planck-Institut Informatik, Saarbrücken, Germany",False
homepages/b/MathiasBauer,"German Research Centre for Artificial Intelligence, DFKI, Kaiserslautern, Germany",False
homepages/b/MichaelJBlack,"Max Planck Institute for Intelligent Systems Tuebingen, Germany",False
homepages/b/PatrickBaudisch,"Hasso Plattner Institut, Potsdam, Germany",False
homepages/b/FabianBeck2,"German Aerospace Center (DLR), Wessling, Germany",False
homepages/b/PeterBaumgartner,"MPI Saarbrücken, Germany",False
homepages/b/PeerBork,"European Molecular Biology Laboratory, Heidelberg, Germany",False
homepages/b/RainerBischoff2,"KUKA Roboter GmbH, Augsburg, Germany",False
homepages/b/GBarthe,"Max Planck Institute for Security and Privacy, Bochum, Germany",False
homepages/b/MichaelBackes1,"CISPA Helmholtz Center i.G., Saarbrücken, Germany",False
homepages/b/PeterBarth,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/50/4652-3,"Fraunhofer Institute for Factory Operation and Automation, Magdeburg, Germany",False
homepages/50/7772,"Panasonic Automotive Systems Europe GmbH, Langen, Germany",False
homepages/50/4003,"DFKI, Robotics Innovation Center, Bremen, Germany",False
homepages/57/10637,"Schloss Dagstuhl - Leibniz Center for Informatics, Wadern, Germany",False
homepages/57/10637,"Max-Planck-Institut für Informatik, Saarbrücken, Germany",False
homepages/76/5838-1,"Hasso-Plattner-Institut, Potsdam, Germany",False
homepages/76/2146,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/82/200,"Max Planck Institute for Informatics, Saarbücken, Germany",False
homepages/82/1742,"Geschäftsführer Bundeswettbewerb Informatik, Bonn, Germany",False
homepages/82/4645,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/18/6339-5,"Max-Planck-Institute for Experimental Medicine, Center for Theoretical Neuroscience, Göttingen, Germany",False
homepages/18/6315-1,"Federal Office for Information Security (BSI), Germany",False
homepages/18/5413,"DeepL (Linguee), Cologne, Germany",False
homepages/w/UweWaldmann,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/w/AndreasWeber4,"Fraunhofer Institute for Computer Graphics Research (IGD), Darmstadt, Germany",False
homepages/w/StefanWrobel,"Fraunhofer Institute for Intelligent Analysis and Information Systems, Sankt Augustin, Germany",False
homepages/w/NicolaWolpert,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/w/GerhardWeikum,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/w/MathiasWeske,"Hasso Plattner Institute, Potsdam, Germany",False
homepages/w/EmilWeydert,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/163/2015-2,"DLR, Germany",False
homepages/172/7897,"Max Planck Institute for Informatics (MPII), Saarbrücken, Germany",False
homepages/133/1705,"Max Planck Institute for Informatics (MPII), Saarbrücken, Germany",False
homepages/60/3309,"Hasso Plattner Institute, Potsdam, Germany",False
homepages/60/6053-7,"SyynX Solutions GmbH, Cologne, Germany",False
homepages/60/11171,"NEC Laboratories Europe, Heidelberg, Germany",False
homepages/60/5911,"SAP Research, CEC Darmstadt, Germany",False
homepages/60/4878,"iTU Darmstadt, Germany",False
homepages/53/8610,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/53/919,"Frankfurt Institute for Advanced Studies, Frankfurt am Main, Germany",False
homepages/92/1927-1,"MetraLabs Robotics GmbH Ilmenau, Germany",False
homepages/92/2576-1,"FAU Erlangen-Nürnberg, Germany",False
homepages/33/2904,"Zuse Institute Berlin, Germany",False
homepages/33/4599-1,"DOCOMO Euro-Labs, Germany",False
homepages/94/2519,"German Research Centre for Artificial Intelligence, DFKI, Kaiserslautern, Germany",False
homepages/94/8485,"xceeth technologies, Leipzig, Germany",False
homepages/94/4957-1,"Siemens AG, München, Germany",False
homepages/32/1451,"Fraunhofer Institute for Intelligent Analysis and Information Systems, Sankt Augustin, Germany",False
homepages/32/5357,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/32/3943-3,"SAP Research, Karlsruhe, Germany",False
homepages/32/3952,"Max-Planck Institute Intelligent Systems, Tübingen, Germany",False
homepages/32/4045,"GESIS - Leibniz Institute for Social Sciences, Cologne, Germany",False
homepages/t/PhilippasTsigas,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/59/5618,"Wikimedia Deutschland, Berlin, Germany",False
homepages/59/11177,"Fraunhofer Institute for Intelligent Analysis and Information Systems (IAIS), Sankt Augustin, Germany",False
homepages/59/8468,"Daimler AG, Research & Development, Ulm, Germany",False
homepages/59/8468,"AEG Aktiengesellschaft, Forschungsinstitut Ulm, Germany",False
homepages/59/2380-3,"TRUMPF Werkzeugmaschinen, Ditzingen, Germany",False
homepages/59/8577,"Zuse Institute Berlin, Germany",False
homepages/59/871-2,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/59/561,"GESIS - Leibniz Institute for the Social Sciences, Cologne, Germany",False
homepages/184/7883,"Fraunhofer Heinrich Hertz Institute, Berlin, Germany",False
homepages/77/377-2,"Max Planck Institut für Informatik, Germany",False
homepages/203/4478,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/203/5266,"Max Planck Institute for Intelligent Systems, Physical Intelligence Department, Stuttgart, Germany",False
homepages/90/4932,"Daimler AG, Böblingen, Germany",False
homepages/90/3425,"Google, Germany",False
homepages/90/930,"Max Planck Institute for Biological Cybernetics, Tübingen, Germany",False
homepages/90/5189,"Hasso Plattner Institute, Potsdam, Germany",False
homepages/61/4643-1,"German Aerospace Center (DLR), Institute of Robotics and Mechatronics, Wessling, Germany",False
homepages/61/7033-1,"DLR German Aerospace Center, Wessling, Germany",False
homepages/61/733,"SAP Research, Dresden, Germany",False
homepages/61/5730,"Max Planck Institute for Informatics, Saarbücken, Germany",False
homepages/79/2505-1,"Fraunhofer IAIS, Sankt Augustin, Germany",False
homepages/79/3112,"Hasso Plattner Institute, Potsdam, Germany",False
homepages/79/7085,"German Aerospace Center (DLR), Earth Observation Center, Oberpfaffenhofen, Germany",False
homepages/65/3628-5,"German Research Center for Artificial Intelligence, Kaiserslautern, Germany",False
homepages/p/PPerner,"Institute of Computer Vision and Applied Computer Sciences, Leipzig, Germany",False
homepages/p/JanPeters1,"Max Planck Institute for Intelligent Systems, Tübingen, Germany",False
homepages/p/JanPeters1,"Max Planck Institute for Biological Cybernetics, Tübingen, Germany",False
homepages/p/HanglinPan,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
homepages/p/EvangeliaPyrga,"Max Planck Institute for Informatics, Saarbrücken, Germany",False
